ts_down,ts_up,dwell_ms,flight_ms,code,prev_code,key
1762236908257.213,1762236908377.893,120.677,292.554,Char.q,Key.space,q
1762236908342.601,1762236908458.173,115.56,-35.289,Char.n,Char.q,n
1762236908438.677,1762236908538.741,100.061,-19.483,Char.f,Char.n,f
1762236908620.793,1762236908725.429,104.635,82.054,Char.r,Char.f,r
1762236908674.87,1762236908828.625,153.752,-50.557,Char.k,Char.r,k
1762236908785.64,1762236908926.415,140.772,-42.982,Char.s,Char.k,s
1762236908901.37,1762236909047.241,145.868,-25.042,Char.m,Char.s,m
1762236908971.928,1762236909107.573,135.642,-75.31,Char.d,Char.m,d
1762236909123.451,1762236909238.737,115.284,15.882,Char.g,Char.d,g
1762236909203.532,1762236909374.605,171.072,-35.203,Char.k,Char.g,k
1762236909325.25,1762236909440.231,114.979,-49.354,Char.f,Char.k,f
1762236909450.225,1762236909554.237,104.01,9.996,Key.space,Char.f,
1762236909541.293,1762236909656.611,115.316,-12.942,Char.r,Key.space,r
1762236909637.049,1762236909737.602,100.556,-19.565,Char.j,Char.r,j
1762236909727.381,1762236909827.673,100.289,-10.218,Char.t,Char.j,t
1762236909782.622,1762236909918.321,135.697,-45.049,Key.space,Char.t,
1762236909928.615,1762236910039.391,110.773,10.296,Char.r,Key.space,r
1762236910014.935,1762236910130.076,115.138,-24.453,Char.k,Char.r,k
1762236910140.521,1762236910240.887,100.364,10.447,Char.x,Char.k,x
1762236910316.591,1762236910472.991,156.398,75.706,Char.t,Char.x,t
1762236910412.661,1762236910573.715,161.056,-60.335,Char.m,Char.t,m
1762236910462.96,1762236910584.135,121.169,-110.75,Char.q,Char.m,q
1762236910653.702,1762236910771.554,117.848,69.573,Char.l,Char.q,l
1762236910629.369,1762236910778.462,149.09,-142.181,Char.s,Char.l,s
1762236910825.21,1762236910916.374,91.16,46.751,Char.k,Char.s,k
1762236910809.903,1762236910936.294,126.385,-106.467,Char.e,Char.k,e
1762236911027.543,1762236911137.556,110.011,91.255,Char..,Char.e,.
1762236911203.182,1762236911328.771,125.584,65.627,Key.space,Char..,
1762236911429.599,1762236911550.272,120.67,100.834,Char.w,Key.space,w
1762236911469.921,1762236911649.544,179.621,-80.347,Char.h,Char.w,h
1762236911590.578,1762236911711.013,120.432,-58.964,Char.t,Char.h,t
1762236911580.422,1762236911731.081,150.656,-130.588,Char.l,Char.t,l
1762236911721.661,1762236911873.108,151.443,-9.417,Char.h,Char.l,h
1762236911761.653,1762236911933.56,171.903,-111.45,Char.d,Char.h,d
1762236911888.218,1762236912023.236,135.015,-45.339,Char.g,Char.d,g
1762236912013.512,1762236912114.83,101.315,-9.721,Char.q,Char.g,q
1762236911968.061,1762236912124.665,156.601,-146.767,Char.k,Char.q,k
1762236912241.405,1762236912335.398,93.99,116.743,Char.l,Char.k,l
1762236912164.302,1762236912366.725,202.433,-171.108,Char.s,Char.l,s
1762236912316.273,1762236912498.48,182.204,-50.447,Char.e,Char.s,e
1762236912412.026,1762236912516.82,104.791,-86.452,Char.k,Char.e,k
1762236912633.196,1762236912728.319,95.121,116.378,Char..,Char.k,.
1762236913574.77,1762236913696.012,121.239,846.451,Key.space,Char..,
1762236915397.159,1762236915553.324,156.163,1701.152,Key.enter,Key.space,
1762236915261.923,1762236915740.147,478.222,-291.401,Key.ctrl_l,Key.enter,
1762236916379.505,1762236917995.469,1615.964,639.36,Key.ctrl_l,Key.ctrl_l,
1762236918686.07,1762236918892.272,206.201,690.6,Key.space,Key.ctrl_l,
1762236919324.823,1762236919415.437,90.612,432.554,Key.backspace,Key.space,
1762236919511.13,1762236919627.069,115.935,95.695,Key.backspace,Key.backspace,
1762236921248.322,1762236921425.009,176.681,1621.257,Key.space,Key.backspace,
1762236922966.521,1762236923172.869,206.342,1541.519,Char.r,Key.space,r
1762236923863.245,1762236924064.335,201.085,690.38,Char.m,Char.r,m
1762236924351.006,1762236924547.091,196.08,286.676,Char.f,Char.m,f
1762236925015.137,1762236926480.333,1465.191,468.05,Key.backspace,Char.f,
